Concessionaria;mes_ano;Sentido;Praca;Categoria;Tipo_de_veiculo;Volume_total
VIA 040;01/02/2023;Decrescente;P5 São Gonçalo do Abaeté;Veículo Comercial 2 eixos;Comercial;3486
VIA 040;01/02/2023;Decrescente;P5 São Gonçalo do Abaeté;Veículo Passeio 3 eixos;Passeio;340
VIA 040;01/02/2023;Decrescente;P5 São Gonçalo do Abaeté;Veículo Comercial 3 eixos;Comercial;3272
VIA 040;01/02/2023;Decrescente;P5 São Gonçalo do Abaeté;Veículo Passeio 4 eixos;Passeio;28
VIA 040;01/02/2023;Decrescente;P5 São Gonçalo do Abaeté;Veículo Comercial 4 eixos;Comercial;3068
VIA 040;01/02/2023;Decrescente;P5 São Gonçalo do Abaeté;Veículo Comercial 5 eixos;Comercial;1430
VIA 040;01/02/2023;Decrescente;P5 São Gonçalo do Abaeté;Veículo Comercial 6 eixos;Comercial;5015
VIA 040;01/02/2023;Decrescente;P5 São Gonçalo do Abaeté;Moto;Moto;515
VIA 040;01/02/2023;Decrescente;P5 São Gonçalo do Abaeté;Veículo Comercial 7 eixos;Comercial;2835
VIA 040;01/02/2023;Decrescente;P5 São Gonçalo do Abaeté;Veículo Comercial 8 eixos;Comercial;65
VIA 040;01/02/2023;Decrescente;P5 São Gonçalo do Abaeté;Veículo Comercial 9 eixos;Comercial;4195
VIA 040;01/02/2023;Decrescente;P5 São Gonçalo do Abaeté;Veículo Comercial 10 eixos;Comercial;4
VIA 040;01/02/2023;Decrescente;P6 Felixlândia;Veículo Passeio 2 eixos;Passeio;40633
VIA 040;01/02/2023;Decrescente;P6 Felixlândia;Veículo Comercial 2 eixos;Comercial;4023
VIA 040;01/02/2023;Decrescente;P6 Felixlândia;Veículo Passeio 3 eixos;Passeio;618
VIA 040;01/02/2023;Decrescente;P6 Felixlândia;Veículo Comercial 3 eixos;Comercial;3476
VIA 040;01/02/2023;Decrescente;P6 Felixlândia;Veículo Passeio 4 eixos;Passeio;50
VIA 040;01/02/2023;Decrescente;P6 Felixlândia;Veículo Comercial 4 eixos;Comercial;3214
VIA 040;01/02/2023;Decrescente;P6 Felixlândia;Veículo Comercial 5 eixos;Comercial;1552
VIA 040;01/02/2023;Decrescente;P6 Felixlândia;Veículo Comercial 6 eixos;Comercial;5038
VIA 040;01/02/2023;Decrescente;P6 Felixlândia;Moto;Moto;664
VIA 040;01/02/2023;Decrescente;P6 Felixlândia;Veículo Comercial 7 eixos;Comercial;2259
VIA 040;01/02/2023;Decrescente;P6 Felixlândia;Veículo Comercial 8 eixos;Comercial;69
VIA 040;01/02/2023;Decrescente;P6 Felixlândia;Veículo Comercial 9 eixos;Comercial;4329
VIA 040;01/02/2023;Decrescente;P6 Felixlândia;Veículo Comercial 10 eixos;Comercial;6
VIA 040;01/02/2023;Decrescente;P7 Curvelo;Veículo Passeio 2 eixos;Passeio;47421
VIA 040;01/02/2023;Decrescente;P7 Curvelo;Veículo Comercial 2 eixos;Comercial;4036
VIA 040;01/02/2023;Decrescente;P7 Curvelo;Veículo Passeio 3 eixos;Passeio;1138
VIA 040;01/02/2023;Decrescente;P7 Curvelo;Veículo Comercial 3 eixos;Comercial;3345
VIA 040;01/02/2023;Decrescente;P7 Curvelo;Veículo Passeio 4 eixos;Passeio;36
VIA 040;01/02/2023;Decrescente;P7 Curvelo;Veículo Comercial 4 eixos;Comercial;3027
VIA 040;01/02/2023;Decrescente;P7 Curvelo;Veículo Comercial 5 eixos;Comercial;1582
VIA 040;01/02/2023;Decrescente;P7 Curvelo;Veículo Comercial 6 eixos;Comercial;5108
VIA 040;01/02/2023;Decrescente;P7 Curvelo;Moto;Moto;684
VIA 040;01/02/2023;Decrescente;P7 Curvelo;Veículo Comercial 7 eixos;Comercial;2160
VIA 040;01/02/2023;Decrescente;P7 Curvelo;Veículo Comercial 8 eixos;Comercial;64
VIA 040;01/02/2023;Decrescente;P7 Curvelo;Veículo Comercial 9 eixos;Comercial;4238
VIA 040;01/02/2023;Decrescente;P7 Curvelo;Veículo Comercial 10 eixos;Comercial;4
VIA 040;01/02/2023;Decrescente;P8 Capim Branco;Veículo Passeio 2 eixos;Passeio;289202
VIA 040;01/02/2023;Decrescente;P8 Capim Branco;Veículo Comercial 2 eixos;Comercial;29731
VIA 040;01/02/2023;Decrescente;P8 Capim Branco;Veículo Passeio 3 eixos;Passeio;2464
VIA 040;01/02/2023;Decrescente;P8 Capim Branco;Veículo Comercial 3 eixos;Comercial;21779
VIA 040;01/02/2023;Decrescente;P8 Capim Branco;Veículo Passeio 4 eixos;Passeio;166
VIA 040;01/02/2023;Decrescente;P8 Capim Branco;Veículo Comercial 4 eixos;Comercial;18935
VIA 040;01/02/2023;Decrescente;P8 Capim Branco;Veículo Comercial 5 eixos;Comercial;10922
VIA 040;01/02/2023;Decrescente;P8 Capim Branco;Veículo Comercial 6 eixos;Comercial;22830
VIA 040;01/02/2023;Decrescente;P8 Capim Branco;Moto;Moto;7721
VIA 040;01/02/2023;Decrescente;P8 Capim Branco;Veículo Comercial 7 eixos;Comercial;4667
VIA 040;01/02/2023;Decrescente;P8 Capim Branco;Veículo Comercial 8 eixos;Comercial;213
VIA 040;01/02/2023;Decrescente;P8 Capim Branco;Veículo Comercial 9 eixos;Comercial;5556
VIA 040;01/02/2023;Decrescente;P8 Capim Branco;Veículo Comercial 10 eixos;Comercial;11
VIA 040;01/02/2023;Decrescente;P9 Itabirito;Veículo Passeio 2 eixos;Passeio;193624
VIA 040;01/02/2023;Decrescente;P9 Itabirito;Veículo Comercial 2 eixos;Comercial;22051
VIA 040;01/02/2023;Decrescente;P9 Itabirito;Veículo Passeio 3 eixos;Passeio;714
VIA 040;01/02/2023;Decrescente;P9 Itabirito;Veículo Comercial 3 eixos;Comercial;12986
VIA 040;01/02/2023;Decrescente;P9 Itabirito;Veículo Passeio 4 eixos;Passeio;101
VIA 040;01/02/2023;Decrescente;P9 Itabirito;Veículo Comercial 4 eixos;Comercial;11894
VIA 040;01/02/2023;Decrescente;P9 Itabirito;Veículo Comercial 5 eixos;Comercial;13198
VIA 040;01/02/2023;Decrescente;P9 Itabirito;Veículo Comercial 6 eixos;Comercial;42516
VIA 040;01/02/2023;Decrescente;P9 Itabirito;Moto;Moto;2625
VIA 040;01/02/2023;Decrescente;P9 Itabirito;Veículo Comercial 7 eixos;Comercial;2646
VIA 040;01/02/2023;Decrescente;P9 Itabirito;Veículo Comercial 8 eixos;Comercial;43
VIA 040;01/02/2023;Decrescente;P9 Itabirito;Veículo Comercial 9 eixos;Comercial;2114
VIA 040;01/02/2023;Decrescente;P9 Itabirito;Veículo Comercial 10 eixos;Comercial;45
VIA 040;01/02/2023;Decrescente;P10 Conselheiro Lafaiete;Veículo Passeio 2 eixos;Passeio;135057
VIA 040;01/02/2023;Decrescente;P10 Conselheiro Lafaiete;Veículo Comercial 2 eixos;Comercial;15998
VIA 040;01/02/2023;Decrescente;P10 Conselheiro Lafaiete;Veículo Passeio 3 eixos;Passeio;618
VIA 040;01/02/2023;Decrescente;P10 Conselheiro Lafaiete;Veículo Comercial 3 eixos;Comercial;9695
VIA 040;01/02/2023;Decrescente;P10 Conselheiro Lafaiete;Veículo Passeio 4 eixos;Passeio;57
VIA 040;01/02/2023;Decrescente;P10 Conselheiro Lafaiete;Veículo Comercial 4 eixos;Comercial;6701
VIA 040;01/02/2023;Decrescente;P10 Conselheiro Lafaiete;Veículo Comercial 5 eixos;Comercial;5526
VIA 040;01/02/2023;Decrescente;P10 Conselheiro Lafaiete;Veículo Comercial 6 eixos;Comercial;12427
VIA 040;01/02/2023;Decrescente;P10 Conselheiro Lafaiete;Moto;Moto;3678
VIA 040;01/02/2023;Decrescente;P10 Conselheiro Lafaiete;Veículo Comercial 7 eixos;Comercial;2494
VIA 040;01/02/2023;Decrescente;P10 Conselheiro Lafaiete;Veículo Comercial 8 eixos;Comercial;29
VIA 040;01/02/2023;Decrescente;P10 Conselheiro Lafaiete;Veículo Comercial 9 eixos;Comercial;1862
VIA 040;01/02/2023;Decrescente;P10 Conselheiro Lafaiete;Veículo Comercial 10 eixos;Comercial;8
VIA 040;01/02/2023;Decrescente;P11 Barbacena;Veículo Passeio 2 eixos;Passeio;141868
VIA 040;01/02/2023;Decrescente;P11 Barbacena;Veículo Comercial 2 eixos;Comercial;16781
VIA 040;01/02/2023;Decrescente;P11 Barbacena;Veículo Passeio 3 eixos;Passeio;775
VIA 040;01/02/2023;Decrescente;P11 Barbacena;Veículo Comercial 3 eixos;Comercial;10370
VIA 040;01/02/2023;Decrescente;P11 Barbacena;Veículo Passeio 4 eixos;Passeio;91
VIA 040;01/02/2023;Decrescente;P11 Barbacena;Veículo Comercial 4 eixos;Comercial;6464
VIA 040;01/02/2023;Decrescente;P11 Barbacena;Veículo Comercial 5 eixos;Comercial;4456
VIA 040;01/02/2023;Decrescente;P11 Barbacena;Veículo Comercial 6 eixos;Comercial;12473
VIA 040;01/02/2023;Decrescente;P11 Barbacena;Moto;Moto;2222
VIA 040;01/02/2023;Decrescente;P11 Barbacena;Veículo Comercial 7 eixos;Comercial;2497
VIA 040;01/02/2023;Decrescente;P11 Barbacena;Veículo Comercial 8 eixos;Comercial;34
VIA 040;01/02/2023;Decrescente;P11 Barbacena;Veículo Comercial 9 eixos;Comercial;1577
VIA 040;01/02/2023;Decrescente;P11 Barbacena;Veículo Comercial 10 eixos;Comercial;6
VIA 040;01/02/2023;Crescente;P1 Cristalina;Veículo Passeio 2 eixos;Passeio;93954
VIA 040;01/02/2023;Crescente;P1 Cristalina;Veículo Comercial 2 eixos;Comercial;6504
VIA 040;01/02/2023;Crescente;P1 Cristalina;Veículo Passeio 3 eixos;Passeio;733
VIA 040;01/02/2023;Crescente;P1 Cristalina;Veículo Comercial 3 eixos;Comercial;7595
VIA 040;01/02/2023;Crescente;P1 Cristalina;Veículo Passeio 4 eixos;Passeio;95
VIA 040;01/02/2023;Crescente;P1 Cristalina;Veículo Comercial 4 eixos;Comercial;4959
VIA 040;01/02/2023;Crescente;P1 Cristalina;Veículo Comercial 5 eixos;Comercial;3972
VIA 040;01/02/2023;Crescente;P1 Cristalina;Veículo Comercial 6 eixos;Comercial;8958
VIA 040;01/02/2023;Crescente;P1 Cristalina;Moto;Moto;1097
VIA 040;01/02/2023;Crescente;P1 Cristalina;Veículo Comercial 7 eixos;Comercial;2433
VIA 040;01/02/2023;Crescente;P1 Cristalina;Veículo Comercial 8 eixos;Comercial;57
VIA 040;01/02/2023;Crescente;P1 Cristalina;Veículo Comercial 9 eixos;Comercial;3395
VIA 040;01/02/2023;Crescente;P1 Cristalina;Veículo Comercial 10 eixos;Comercial;14
VIA 040;01/02/2023;Crescente;P2 Paracatu;Veículo Passeio 2 eixos;Passeio;56256
VIA 040;01/02/2023;Crescente;P2 Paracatu;Veículo Comercial 2 eixos;Comercial;3459
VIA 040;01/02/2023;Crescente;P2 Paracatu;Veículo Passeio 3 eixos;Passeio;563
VIA 040;01/02/2023;Crescente;P2 Paracatu;Veículo Comercial 3 eixos;Comercial;3938
VIA 040;01/02/2023;Crescente;P2 Paracatu;Veículo Passeio 4 eixos;Passeio;57
VIA 040;01/02/2023;Crescente;P2 Paracatu;Veículo Comercial 4 eixos;Comercial;2802
VIA 040;01/02/2023;Crescente;P2 Paracatu;Veículo Comercial 5 eixos;Comercial;1980
VIA 040;01/02/2023;Crescente;P2 Paracatu;Veículo Comercial 6 eixos;Comercial;4513
VIA 040;01/02/2023;Crescente;P2 Paracatu;Moto;Moto;636
VIA 040;01/02/2023;Crescente;P2 Paracatu;Veículo Comercial 7 eixos;Comercial;1683
VIA 040;01/02/2023;Crescente;P2 Paracatu;Veículo Comercial 8 eixos;Comercial;43
VIA 040;01/02/2023;Crescente;P2 Paracatu;Veículo Comercial 9 eixos;Comercial;2323
VIA 040;01/02/2023;Crescente;P2 Paracatu;Veículo Comercial 10 eixos;Comercial;4
VIA 040;01/02/2023;Crescente;P3 Lagoa Grande;Veículo Passeio 2 eixos;Passeio;50218
VIA 040;01/02/2023;Crescente;P3 Lagoa Grande;Veículo Comercial 2 eixos;Comercial;4606
VIA 040;01/02/2023;Crescente;P3 Lagoa Grande;Veículo Passeio 3 eixos;Passeio;470
VIA 040;01/02/2023;Crescente;P3 Lagoa Grande;Veículo Comercial 3 eixos;Comercial;4511
VIA 040;01/02/2023;Crescente;P3 Lagoa Grande;Veículo Passeio 4 eixos;Passeio;53
VIA 040;01/02/2023;Crescente;P3 Lagoa Grande;Veículo Comercial 4 eixos;Comercial;4096
VIA 040;01/02/2023;Crescente;P3 Lagoa Grande;Veículo Comercial 5 eixos;Comercial;3081
VIA 040;01/02/2023;Crescente;P3 Lagoa Grande;Veículo Comercial 6 eixos;Comercial;5628
VIA 040;01/02/2023;Crescente;P3 Lagoa Grande;Moto;Moto;427
VIA 040;01/02/2023;Crescente;P3 Lagoa Grande;Veículo Comercial 7 eixos;Comercial;2083
VIA 040;01/02/2023;Crescente;P3 Lagoa Grande;Veículo Comercial 8 eixos;Comercial;55
VIA 040;01/02/2023;Crescente;P3 Lagoa Grande;Veículo Comercial 9 eixos;Comercial;2412
VIA 040;01/02/2023;Crescente;P3 Lagoa Grande;Veículo Comercial 10 eixos;Comercial;10
VIA 040;01/02/2023;Crescente;P4 João Pinheiro;Veículo Passeio 2 eixos;Passeio;39011
VIA 040;01/02/2023;Crescente;P4 João Pinheiro;Veículo Comercial 2 eixos;Comercial;3740
VIA 040;01/02/2023;Crescente;P4 João Pinheiro;Veículo Passeio 3 eixos;Passeio;387
VIA 040;01/02/2023;Crescente;P4 João Pinheiro;Veículo Comercial 3 eixos;Comercial;3820
VIA 040;01/02/2023;Crescente;P4 João Pinheiro;Veículo Passeio 4 eixos;Passeio;40
VIA 040;01/02/2023;Crescente;P4 João Pinheiro;Veículo Comercial 4 eixos;Comercial;3893
VIA 040;01/02/2023;Crescente;P4 João Pinheiro;Veículo Comercial 5 eixos;Comercial;3042
VIA 040;01/02/2023;Crescente;P4 João Pinheiro;Veículo Comercial 6 eixos;Comercial;4370
VIA 040;01/02/2023;Crescente;P4 João Pinheiro;Moto;Moto;430
VIA 040;01/02/2023;Crescente;P4 João Pinheiro;Veículo Comercial 7 eixos;Comercial;1856
VIA 040;01/02/2023;Crescente;P4 João Pinheiro;Veículo Comercial 8 eixos;Comercial;72
VIA 040;01/02/2023;Crescente;P4 João Pinheiro;Veículo Comercial 9 eixos;Comercial;2062
VIA 040;01/02/2023;Crescente;P4 João Pinheiro;Veículo Comercial 10 eixos;Comercial;7
VIA 040;01/02/2023;Crescente;P5 São Gonçalo do Abaeté;Veículo Passeio 2 eixos;Passeio;36895
VIA 040;01/02/2023;Crescente;P5 São Gonçalo do Abaeté;Veículo Comercial 2 eixos;Comercial;3634
VIA 040;01/02/2023;Crescente;P5 São Gonçalo do Abaeté;Veículo Passeio 3 eixos;Passeio;380
VIA 040;01/02/2023;Crescente;P5 São Gonçalo do Abaeté;Veículo Comercial 3 eixos;Comercial;3604
VIA 040;01/02/2023;Crescente;P5 São Gonçalo do Abaeté;Veículo Passeio 4 eixos;Passeio;33
VIA 040;01/02/2023;Crescente;P5 São Gonçalo do Abaeté;Veículo Comercial 4 eixos;Comercial;4115
VIA 040;01/02/2023;Crescente;P5 São Gonçalo do Abaeté;Veículo Comercial 5 eixos;Comercial;2964
VIA 040;01/02/2023;Crescente;P5 São Gonçalo do Abaeté;Veículo Comercial 6 eixos;Comercial;4982
VIA 040;01/02/2023;Crescente;P5 São Gonçalo do Abaeté;Moto;Moto;466
VIA 040;01/02/2023;Crescente;P5 São Gonçalo do Abaeté;Veículo Comercial 7 eixos;Comercial;2014
VIA 040;01/02/2023;Crescente;P5 São Gonçalo do Abaeté;Veículo Comercial 8 eixos;Comercial;142
VIA 040;01/02/2023;Crescente;P5 São Gonçalo do Abaeté;Veículo Comercial 9 eixos;Comercial;2256
VIA 040;01/02/2023;Crescente;P5 São Gonçalo do Abaeté;Veículo Comercial 10 eixos;Comercial;5
VIA 040;01/02/2023;Crescente;P6 Felixlândia;Veículo Passeio 2 eixos;Passeio;42505
VIA 040;01/02/2023;Crescente;P6 Felixlândia;Veículo Comercial 2 eixos;Comercial;4366
VIA 040;01/02/2023;Crescente;P6 Felixlândia;Veículo Passeio 3 eixos;Passeio;556
VIA 040;01/02/2023;Crescente;P6 Felixlândia;Veículo Comercial 3 eixos;Comercial;3628
VIA 040;01/02/2023;Crescente;P6 Felixlândia;Veículo Passeio 4 eixos;Passeio;50
VIA 040;01/02/2023;Crescente;P6 Felixlândia;Veículo Comercial 4 eixos;Comercial;3826
VIA 040;01/02/2023;Crescente;P6 Felixlândia;Veículo Comercial 5 eixos;Comercial;2792
VIA 040;01/02/2023;Crescente;P6 Felixlândia;Veículo Comercial 6 eixos;Comercial;5178
VIA 040;01/02/2023;Crescente;P6 Felixlândia;Moto;Moto;595
VIA 040;01/02/2023;Crescente;P6 Felixlândia;Veículo Comercial 7 eixos;Comercial;2104
VIA 040;01/02/2023;Crescente;P6 Felixlândia;Veículo Comercial 8 eixos;Comercial;125
VIA 040;01/02/2023;Crescente;P6 Felixlândia;Veículo Comercial 9 eixos;Comercial;2323
VIA 040;01/02/2023;Crescente;P6 Felixlândia;Veículo Comercial 10 eixos;Comercial;7
VIA 040;01/02/2023;Crescente;P7 Curvelo;Veículo Passeio 2 eixos;Passeio;46501
VIA 040;01/02/2023;Crescente;P7 Curvelo;Veículo Comercial 2 eixos;Comercial;3978
VIA 040;01/02/2023;Crescente;P7 Curvelo;Veículo Passeio 3 eixos;Passeio;1027
VIA 040;01/02/2023;Crescente;P7 Curvelo;Veículo Comercial 3 eixos;Comercial;3630
VIA 040;01/02/2023;Crescente;P7 Curvelo;Veículo Passeio 4 eixos;Passeio;44
VIA 040;01/02/2023;Crescente;P7 Curvelo;Veículo Comercial 4 eixos;Comercial;3982
VIA 040;01/02/2023;Crescente;P7 Curvelo;Veículo Comercial 5 eixos;Comercial;2899
VIA 040;01/02/2023;Crescente;P7 Curvelo;Veículo Comercial 6 eixos;Comercial;4958
VIA 040;01/02/2023;Crescente;P7 Curvelo;Moto;Moto;595
VIA 040;01/02/2023;Crescente;P7 Curvelo;Veículo Comercial 7 eixos;Comercial;2081
VIA 040;01/02/2023;Crescente;P7 Curvelo;Veículo Comercial 8 eixos;Comercial;122
VIA 040;01/02/2023;Crescente;P7 Curvelo;Veículo Comercial 9 eixos;Comercial;2319
VIA 040;01/02/2023;Crescente;P7 Curvelo;Veículo Comercial 10 eixos;Comercial;11
VIA 040;01/02/2023;Crescente;P8 Capim Branco;Veículo Passeio 2 eixos;Passeio;243606
VIA 040;01/02/2023;Crescente;P8 Capim Branco;Veículo Comercial 2 eixos;Comercial;26721
VIA 040;01/02/2023;Crescente;P8 Capim Branco;Veículo Passeio 3 eixos;Passeio;2305
VIA 040;01/02/2023;Crescente;P8 Capim Branco;Veículo Comercial 3 eixos;Comercial;22492
VIA 040;01/02/2023;Crescente;P8 Capim Branco;Veículo Passeio 4 eixos;Passeio;326
VIA 040;01/02/2023;Crescente;P8 Capim Branco;Veículo Comercial 4 eixos;Comercial;19496
VIA 040;01/02/2023;Crescente;P8 Capim Branco;Veículo Comercial 5 eixos;Comercial;14748
VIA 040;01/02/2023;Crescente;P8 Capim Branco;Veículo Comercial 6 eixos;Comercial;23854
VIA 040;01/02/2023;Crescente;P8 Capim Branco;Moto;Moto;7284
VIA 040;01/02/2023;Crescente;P8 Capim Branco;Veículo Comercial 7 eixos;Comercial;4029
VIA 040;01/02/2023;Crescente;P8 Capim Branco;Veículo Comercial 8 eixos;Comercial;162
VIA 040;01/02/2023;Crescente;P8 Capim Branco;Veículo Comercial 9 eixos;Comercial;5233
VIA 040;01/02/2023;Crescente;P8 Capim Branco;Veículo Comercial 10 eixos;Comercial;10
VIA 040;01/02/2023;Crescente;P9 Itabirito;Veículo Passeio 2 eixos;Passeio;216619
VIA 040;01/02/2023;Crescente;P9 Itabirito;Veículo Comercial 2 eixos;Comercial;23673
VIA 040;01/02/2023;Crescente;P9 Itabirito;Veículo Passeio 3 eixos;Passeio;827
VIA 040;01/02/2023;Crescente;P9 Itabirito;Veículo Comercial 3 eixos;Comercial;17963
VIA 040;01/02/2023;Crescente;P9 Itabirito;Veículo Passeio 4 eixos;Passeio;158
VIA 040;01/02/2023;Crescente;P9 Itabirito;Veículo Comercial 4 eixos;Comercial;36045
VIA 040;01/02/2023;Crescente;P9 Itabirito;Veículo Comercial 5 eixos;Comercial;7562
VIA 040;01/02/2023;Crescente;P9 Itabirito;Veículo Comercial 6 eixos;Comercial;12394
VIA 040;01/02/2023;Crescente;P9 Itabirito;Moto;Moto;2943
VIA 040;01/02/2023;Crescente;P9 Itabirito;Veículo Comercial 7 eixos;Comercial;2529
VIA 040;01/02/2023;Crescente;P9 Itabirito;Veículo Comercial 8 eixos;Comercial;38
VIA 040;01/02/2023;Crescente;P9 Itabirito;Veículo Comercial 9 eixos;Comercial;958
VIA 040;01/02/2023;Crescente;P9 Itabirito;Veículo Comercial 10 eixos;Comercial;25
VIA 040;01/02/2023;Crescente;P10 Conselheiro Lafaiete;Veículo Passeio 2 eixos;Passeio;155359
VIA 040;01/02/2023;Crescente;P10 Conselheiro Lafaiete;Veículo Comercial 2 eixos;Comercial;15544
VIA 040;01/02/2023;Crescente;P10 Conselheiro Lafaiete;Veículo Passeio 3 eixos;Passeio;717
VIA 040;01/02/2023;Crescente;P10 Conselheiro Lafaiete;Veículo Comercial 3 eixos;Comercial;11636
VIA 040;01/02/2023;Crescente;P10 Conselheiro Lafaiete;Veículo Passeio 4 eixos;Passeio;71
VIA 040;01/02/2023;Crescente;P10 Conselheiro Lafaiete;Veículo Comercial 4 eixos;Comercial;11803
VIA 040;01/02/2023;Crescente;P10 Conselheiro Lafaiete;Veículo Comercial 5 eixos;Comercial;5205
VIA 040;01/02/2023;Crescente;P10 Conselheiro Lafaiete;Veículo Comercial 6 eixos;Comercial;7644
VIA 040;01/02/2023;Crescente;P10 Conselheiro Lafaiete;Moto;Moto;3941
VIA 040;01/02/2023;Crescente;P10 Conselheiro Lafaiete;Veículo Comercial 7 eixos;Comercial;1286
VIA 040;01/02/2023;Crescente;P10 Conselheiro Lafaiete;Veículo Comercial 8 eixos;Comercial;37
VIA 040;01/02/2023;Crescente;P10 Conselheiro Lafaiete;Veículo Comercial 9 eixos;Comercial;939
VIA 040;01/02/2023;Crescente;P10 Conselheiro Lafaiete;Veículo Comercial 10 eixos;Comercial;13
VIA 040;01/02/2023;Crescente;P11 Barbacena;Veículo Passeio 2 eixos;Passeio;160199
VIA 040;01/02/2023;Crescente;P11 Barbacena;Veículo Comercial 2 eixos;Comercial;18787
VIA 040;01/02/2023;Crescente;P11 Barbacena;Veículo Passeio 3 eixos;Passeio;843
VIA 040;01/02/2023;Crescente;P11 Barbacena;Veículo Comercial 3 eixos;Comercial;11148
VIA 040;01/02/2023;Crescente;P11 Barbacena;Veículo Passeio 4 eixos;Passeio;95
VIA 040;01/02/2023;Crescente;P11 Barbacena;Veículo Comercial 4 eixos;Comercial;11513
VIA 040;01/02/2023;Crescente;P11 Barbacena;Veículo Comercial 5 eixos;Comercial;4563
VIA 040;01/02/2023;Crescente;P11 Barbacena;Veículo Comercial 6 eixos;Comercial;6654
VIA 040;01/02/2023;Crescente;P11 Barbacena;Moto;Moto;2278
VIA 040;01/02/2023;Crescente;P11 Barbacena;Veículo Comercial 7 eixos;Comercial;1497
VIA 040;01/02/2023;Crescente;P11 Barbacena;Veículo Comercial 8 eixos;Comercial;36
VIA 040;01/02/2023;Crescente;P11 Barbacena;Veículo Comercial 9 eixos;Comercial;700
VIA 040;01/02/2023;Crescente;P11 Barbacena;Veículo Comercial 10 eixos;Comercial;4
VIA 040;01/03/2023;Decrescente;P1 Cristalina;Veículo Passeio 2 eixos;Passeio;60699
VIA 040;01/03/2023;Decrescente;P1 Cristalina;Veículo Comercial 2 eixos;Comercial;7848
VIA 040;01/03/2023;Decrescente;P1 Cristalina;Veículo Passeio 3 eixos;Passeio;686
VIA 040;01/03/2023;Decrescente;P1 Cristalina;Veículo Comercial 3 eixos;Comercial;7668
VIA 040;01/03/2023;Decrescente;P1 Cristalina;Veículo Passeio 4 eixos;Passeio;84
VIA 040;01/03/2023;Decrescente;P1 Cristalina;Veículo Comercial 4 eixos;Comercial;7823
VIA 040;01/03/2023;Decrescente;P1 Cristalina;Veículo Comercial 5 eixos;Comercial;2969
VIA 040;01/03/2023;Decrescente;P1 Cristalina;Veículo Comercial 6 eixos;Comercial;6213
VIA 040;01/03/2023;Decrescente;P1 Cristalina;Moto;Moto;1241
VIA 040;01/03/2023;Decrescente;P1 Cristalina;Veículo Comercial 7 eixos;Comercial;3045
VIA 040;01/03/2023;Decrescente;P1 Cristalina;Veículo Comercial 8 eixos;Comercial;78
VIA 040;01/03/2023;Decrescente;P1 Cristalina;Veículo Comercial 9 eixos;Comercial;2711
VIA 040;01/03/2023;Decrescente;P1 Cristalina;Veículo Comercial 10 eixos;Comercial;6
VIA 040;01/03/2023;Decrescente;P2 Paracatu;Veículo Passeio 2 eixos;Passeio;39702
VIA 040;01/03/2023;Decrescente;P2 Paracatu;Veículo Comercial 2 eixos;Comercial;4032
VIA 040;01/03/2023;Decrescente;P2 Paracatu;Veículo Passeio 3 eixos;Passeio;644
VIA 040;01/03/2023;Decrescente;P2 Paracatu;Veículo Comercial 3 eixos;Comercial;4217
